Company,Valuation ($B),Date Joined,Country,City,Industry,Select Investors,Founded Year,Total Raised ($B),Financial Stage,Investors Count
Nova Systems18,2.58,2018-01-12,India,Mumbai,Auto & transportation,"New Enterprise Associates, SoftBank Group",2015,0.927,Series C,13
Link Hub18,2.22,2018-01-09,United States,Chicago,Fintech,Coatue Management,2015,0.954,Series D,8
HealthForge8,1.57,2018-01-07,China,Shenzhen,Data management & analytics,"Coatue Management, Andreessen Horowitz, Benchmark",2009,0.403,Series D,9
HealthBlock,1.81,2017-12-31,United States,Boston,Cybersecurity,"Tencent Holdings, Bessemer Venture Partners, New Enterprise Associates, Sequoia Capital",2008,0.61,Series D,4
Cloud Solutions38,3.0,2017-12-25,China,Beijing,Health,"Thrive Capital, Index Ventures, Accel, Khosla Ventures",2007,1.33,Series D,4
Cloud Dynamics,1.25,2017-12-25,United States,Palo Alto,Consumer & retail,Sequoia Capital,2010,0.357,Private Equity,14
DataWave26,1.62,2017-12-22,Germany,Berlin,Internet software & services,DST Global,2008,0.686,Series E,11
Wave AI,2.41,2017-12-20,United States,New York,Fintech,New Enterprise Associates,2012,0.594,Series E,7
Core Base,25.29,2017-12-06,Indonesia,Jakarta,Other,"Google Ventures, Andreessen Horowitz",2013,2.672,Pre-IPO,5
AeroGrid,1.67,2017-12-04,United States,Los Angeles,Internet software & services,"Accel, DST Global, Insight Partners",2009,0.7,Series F,13
Corely33,2.5,2017-12-04,Germany,Munich,Internet software & services,"New Enterprise Associates, Tiger Global Management",2005,1.007,Series C,10
Healthio54,1.81,2017-12-02,India,Gurugram,Internet software & services,"Andreessen Horowitz, Greylock Partners, Benchmark, Insight Partners",2005,0.578,Series C,12
Forgely73,2.66,2017-12-02,France,Paris,E-commerce & direct-to-consumer,"Accel, Founders Fund",2006,0.736,Series C,8
Smart Systems32,2.27,2017-12-01,United States,New York,Fintech,"Kleiner Perkins Caufield & Byers, General Atlantic, Tencent Holdings",2008,0.57,Series D,6
NexForge,2.47,2017-11-29,United States,Los Angeles,Fintech,"Benchmark, Alibaba Group, Index Ventures, DST Global",2006,0.355,Series E,6
Aero Technologies12,1.75,2017-11-27,United States,Palo Alto,Internet software & services,"Benchmark, New Enterprise Associates, DST Global",2009,0.738,Pre-IPO,4
HealthBlock67,1.09,2017-11-19,United States,San Francisco,Artificial intelligence,"DST Global, Thrive Capital",2012,0.427,Pre-IPO,4
Pay Solutions,6.52,2017-11-13,Israel,Jerusalem,Fintech,"Kleiner Perkins Caufield & Byers, Khosla Ventures, Lightspeed Venture Partners, Index Ventures",2013,3.123,Series C,17
Omni Group84,2.02,2017-11-13,Indonesia,Jakarta,Internet software & services,"Benchmark, Alibaba Group",2011,0.344,Series D,8
Aeroly91,2.3,2017-11-12,United States,Los Angeles,E-commerce & direct-to-consumer,SoftBank Group,2008,0.773,Series D,9
Health Technologies,29.69,2017-11-12,United States,Los Angeles,Fintech,"Google Ventures, Kleiner Perkins Caufield & Byers, Greylock Partners",2012,12.67,Pre-IPO,7
Bioly74,1.42,2017-11-10,Singapore,Singapore,Health,Greylock Partners,2013,0.336,Series F,15
Smart AI90,1.9,2017-11-05,United States,Austin,Hardware,"Andreessen Horowitz, General Atlantic, Thrive Capital",2007,0.691,Series D,13
Omni Dynamics,2.88,2017-11-04,India,New Delhi,Fintech,"Alibaba Group, Y Combinator, Khosla Ventures, SoftBank Group",2008,0.442,Series D,19
Flow Base1,2.69,2017-11-04,South Korea,Seoul,Internet software & services,Khosla Ventures,2012,0.279,Series C,15
Pay Group57,1.87,2017-11-03,India,Mumbai,Data management & analytics,New Enterprise Associates,2007,0.605,Series D,2
DataWave,7.67,2017-10-30,Singapore,Singapore,Internet software & services,"Y Combinator, Lightspeed Venture Partners",2013,0.88,Series E,6
BioStream,2.81,2017-10-24,United States,Austin,Internet software & services,"Index Ventures, Tiger Global Management, Khosla Ventures",2013,1.072,Pre-IPO,10
NovaVertex14,108.83,2017-10-20,Sweden,Stockholm,E-commerce & direct-to-consumer,"Greylock Partners, Tiger Global Management",2014,43.265,Series E,9
PayWave43,24.4,2017-10-15,India,Mumbai,Internet software & services,"Kleiner Perkins Caufield & Byers, Khosla Ventures",2007,2.536,Series C,15
Gridify29,4.25,2017-10-12,United States,Palo Alto,Data management & analytics,"Alibaba Group, Founders Fund, Kleiner Perkins Caufield & Byers",2014,1.463,Series D,15
OmniStream62,1.96,2017-10-11,United States,Boston,Internet software & services,"Sequoia Capital, Lightspeed Venture Partners, Andreessen Horowitz, Tencent Holdings",2005,0.66,Series D,8
AeroBlock24,2.85,2017-10-03,India,Pune,Cybersecurity,"Tencent Holdings, Khosla Ventures, Founders Fund",2005,1.374,Series E,14
CloudStream12,2.58,2017-09-22,China,Hangzhou,Fintech,"Founders Fund, Sequoia Capital",2005,0.944,Series E,6
TechPulse19,10.93,2017-09-19,United Kingdom,Cambridge,Artificial intelligence,"Accel, SoftBank Group",2014,2.617,Series E,9
HealthStream,2.22,2017-09-18,United States,Palo Alto,E-commerce & direct-to-consumer,"General Atlantic, Insight Partners",2014,0.296,Series D,16
DataStream58,1.65,2017-09-14,China,Hangzhou,Artificial intelligence,"Y Combinator, Sequoia Capital",2010,0.177,Series E,2
FinVertex,2.33,2017-09-10,United States,New York,Hardware,"Google Ventures, Founders Fund",2007,0.915,Series D,10
BioSpace86,6.47,2017-08-18,United States,Seattle,Fintech,"Y Combinator, Benchmark, Index Ventures, Tiger Global Management",2008,2.759,Series D,16
Flow Solutions,2.75,2017-08-15,United Kingdom,Cambridge,Hardware,DST Global,2009,0.649,Series D,14
Wave Systems69,9.42,2017-08-05,India,Bengaluru,Artificial intelligence,"Y Combinator, Google Ventures",2009,4.466,Series C,7
PayShift74,2.26,2017-08-01,China,Hangzhou,Fintech,"Tiger Global Management, Coatue Management, Google Ventures, Kleiner Perkins Caufield & Byers",2010,0.854,Series E,15
Zenith Hub36,12.06,2017-07-26,United States,Seattle,Hardware,"Insight Partners, DST Global",2008,5.465,Series E,15
Space Group,1.87,2017-07-21,United States,Boston,Auto & transportation,"DST Global, Alibaba Group, Insight Partners",2012,0.896,Series C,15
MetaWave,1.95,2017-07-18,United States,New York,Internet software & services,"Founders Fund, Tencent Holdings, Coatue Management",2013,0.269,Series E,8
BioVertex69,2.47,2017-07-05,United States,Los Angeles,Internet software & services,Benchmark,2007,1.137,Series E,13
Cloud AI14,2.56,2017-06-18,United Kingdom,London,"Supply chain, logistics, & delivery","Tencent Holdings, Greylock Partners, Google Ventures",2005,0.829,Series C,4
Zenith Base,2.44,2017-06-15,Canada,Montreal,Fintech,"Greylock Partners, SoftBank Group",2011,0.535,Series D,3
Pulsely14,2.95,2017-06-05,United Kingdom,Cambridge,Internet software & services,"Lightspeed Venture Partners, Insight Partners",2011,0.733,Series B,3
CyberWave,48.59,2017-06-03,United States,Seattle,Fintech,Kleiner Perkins Caufield & Byers,2006,21.09,Series D,2
Fin Hub,1.71,2017-06-02,United Kingdom,Cambridge,Health,"Sequoia Capital, SoftBank Group",2005,0.186,Series F,10
Meta Hub,2.31,2017-05-27,United Kingdom,Oxford,Fintech,"Greylock Partners, Benchmark",2011,0.613,Series E,16
Pay Group,1.28,2017-05-20,United Kingdom,Cambridge,Internet software & services,"Tiger Global Management, DST Global",2009,0.595,Pre-IPO,8
OmniPulse55,2.92,2017-05-15,India,Pune,Artificial intelligence,"Sequoia Capital, Accel",2010,0.778,Series E,17
CloudMind20,9.59,2017-05-07,China,Shenzhen,Artificial intelligence,"Bessemer Venture Partners, Tiger Global Management",2006,4.092,Series D,16
Health Base95,2.58,2017-05-04,India,Pune,Data management & analytics,"DST Global, Y Combinator, Tencent Holdings, General Atlantic",2014,0.967,Series E,8
TechBlock,1.74,2017-04-21,United Kingdom,London,Cybersecurity,Index Ventures,2013,0.705,Series E,9
Nex Technologies75,2.34,2017-04-12,China,Shanghai,Fintech,Lightspeed Venture Partners,2011,0.931,Series C,3
Cloud Networks,1.78,2017-04-12,United States,Los Angeles,Fintech,"Greylock Partners, Khosla Ventures, New Enterprise Associates",2007,0.288,Series E,12
Auto Group,1.29,2017-04-10,United States,Palo Alto,Edtech,Greylock Partners,2009,0.23,Series C,7
Waveify56,2.12,2017-04-07,Canada,Toronto,Other,"Andreessen Horowitz, Greylock Partners",2010,0.732,Series D,9
Cloud AI40,2.42,2017-04-04,South Korea,Seoul,Hardware,"Bessemer Venture Partners, Y Combinator",2010,0.811,Series D,16
Nexio,2.42,2017-04-04,United Kingdom,Cambridge,Internet software & services,"Index Ventures, Benchmark, Coatue Management",2012,0.356,Pre-IPO,7
Blockify42,2.99,2017-04-03,United States,Seattle,Internet software & services,Thrive Capital,2006,0.857,Private Equity,12
MetaBlock45,4.5,2017-04-01,Canada,Montreal,Internet software & services,"Google Ventures, Alibaba Group",2012,2.13,Series C,2
Autoly57,2.15,2017-03-27,South Korea,Seoul,Data management & analytics,"Khosla Ventures, Sequoia Capital, Tencent Holdings",2013,0.964,Private Equity,13
Healthly41,17.13,2017-03-18,France,Paris,Consumer & retail,"Index Ventures, Tiger Global Management",2009,5.983,Series D,12
BioVertex,2.78,2017-03-17,United States,Austin,Fintech,"DST Global, Lightspeed Venture Partners",2010,0.763,Series C,2
Nex Dynamics74,8.02,2017-03-16,China,Beijing,Internet software & services,"DST Global, Tiger Global Management",2010,3.472,Series D,16
Bio Labs37,1.59,2017-03-13,France,Paris,E-commerce & direct-to-consumer,Insight Partners,2010,0.684,Series C,4
Data Networks,1.15,2017-03-10,India,Pune,Health,"Founders Fund, Sequoia Capital, Coatue Management, General Atlantic",2007,0.341,Series D,15
Auto AI,1.26,2017-03-06,India,Gurugram,Fintech,Lightspeed Venture Partners,2009,0.27,Series C,15
Pulse Group,2.67,2017-03-02,United States,Chicago,Internet software & services,"Tiger Global Management, Khosla Ventures",2011,1.301,Series D,14
AeroFlow98,2.04,2017-02-27,China,Beijing,Artificial intelligence,"Alibaba Group, Y Combinator",2009,0.786,Series F,11
Aeroly31,4.76,2017-02-21,South Korea,Seoul,Fintech,"Coatue Management, DST Global",2006,0.482,Series D,2
Omni Networks,2.2,2017-02-17,Japan,Tokyo,Internet software & services,"Founders Fund, SoftBank Group, Tiger Global Management",2009,0.802,Pre-IPO,12
Core Labs,2.81,2017-02-17,United States,San Francisco,Cybersecurity,"Insight Partners, Tencent Holdings, New Enterprise Associates",2005,0.874,Series B,6
Omni Technologies12,2.25,2017-02-16,Indonesia,Jakarta,"Supply chain, logistics, & delivery","Coatue Management, New Enterprise Associates, Tiger Global Management, Founders Fund",2007,0.373,Series C,12
Aero Systems,3.0,2017-02-15,United States,Palo Alto,Internet software & services,Tencent Holdings,2013,0.842,Series D,15
PayPulse54,27.69,2017-02-15,China,Hangzhou,Edtech,"Alibaba Group, New Enterprise Associates, Google Ventures, SoftBank Group",2007,11.505,Series D,11
Cyberify,1.28,2017-02-05,United States,Palo Alto,E-commerce & direct-to-consumer,"Tiger Global Management, Accel",2005,0.409,Series D,8
CloudPulse12,9.52,2017-01-29,United States,New York,Other,"SoftBank Group, General Atlantic, Founders Fund",2009,4.335,Series C,8
FinFlow78,1.54,2017-01-23,China,Guangzhou,Health,Thrive Capital,2006,0.405,Series D,11
Block Technologies24,1.93,2017-01-22,United States,Chicago,Fintech,"Y Combinator, Google Ventures, Thrive Capital",2005,0.889,Series C,13
Stream Hub28,1.07,2017-01-21,United Kingdom,London,Internet software & services,"SoftBank Group, Bessemer Venture Partners, Greylock Partners",2013,0.159,Pre-IPO,12
Auto Labs20,1.24,2017-01-18,United States,Austin,Hardware,Coatue Management,2007,0.21,Series F,7
Healthio,1.15,2017-01-15,United States,Austin,Artificial intelligence,"Accel, DST Global",2012,0.459,Series C,11
Autoio,1.61,2017-01-15,United States,Chicago,Edtech,"Index Ventures, DST Global, Sequoia Capital",2012,0.253,Series E,16
BioLink13,2.17,2017-01-14,India,New Delhi,Artificial intelligence,"Thrive Capital, Y Combinator",2011,0.668,Pre-IPO,7
FinLink,2.83,2017-01-10,United States,Chicago,Fintech,"Coatue Management, DST Global",2008,1.284,Series D,16
Auto Solutions,1.54,2017-01-06,Israel,Jerusalem,Travel,"Accel, Tiger Global Management",2010,0.532,Series B,12
Meta Group24,3.0,2017-01-04,United States,Austin,Internet software & services,"Y Combinator, Tencent Holdings, SoftBank Group",2009,0.376,Series C,8
Nex Systems90,2.64,2017-01-01,United States,Palo Alto,Auto & transportation,"Khosla Ventures, SoftBank Group, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners",2012,0.463,Series F,8
AutoMind22,1.68,2016-12-28,Canada,Vancouver,Internet software & services,"Lightspeed Venture Partners, Greylock Partners, New Enterprise Associates, SoftBank Group",2005,0.287,Series C,14
Data Group,2.46,2016-12-24,Brazil,Curitiba,Internet software & services,"Bessemer Venture Partners, Kleiner Perkins Caufield & Byers, SoftBank Group, Google Ventures",2004,0.433,Series D,5
OmniForge65,24.25,2016-12-24,United States,Los Angeles,E-commerce & direct-to-consumer,"Greylock Partners, Benchmark, Sequoia Capital",2005,2.681,Series E,16
MetaShift,7.17,2016-12-21,Germany,Munich,Fintech,"Tencent Holdings, New Enterprise Associates",2009,3.007,Series E,5
CloudForge,2.69,2016-12-18,Germany,Berlin,Internet software & services,Greylock Partners,2013,0.919,Series D,8
Link Dynamics,3.08,2016-12-15,United States,New York,Internet software & services,"Coatue Management, Founders Fund, SoftBank Group",2009,0.844,Series E,17
Wave Group50,2.08,2016-12-13,China,Hangzhou,Fintech,"Khosla Ventures, Tiger Global Management",2005,0.828,Series E,13
Stream Group,1.56,2016-12-12,France,Paris,Fintech,"Alibaba Group, Y Combinator",2006,0.195,Series E,16
Forge Dynamics9,2.3,2016-12-10,Germany,Munich,Auto & transportation,DST Global,2004,1.094,Series E,12
Shift Solutions71,1.39,2016-12-07,United States,Boston,E-commerce & direct-to-consumer,"SoftBank Group, Sequoia Capital, Thrive Capital",2011,0.35,Series F,6
Meta Networks87,2.85,2016-12-04,United States,Los Angeles,Health,"Coatue Management, Thrive Capital, New Enterprise Associates",2011,0.506,Series D,6
Forge Technologies59,1.06,2016-12-03,United States,New York,Hardware,"General Atlantic, New Enterprise Associates",2011,0.436,Series F,12
TechMind,23.49,2016-11-27,United States,Seattle,Fintech,Insight Partners,2010,4.253,Series D,8
Tech Networks64,2.61,2016-11-27,United States,Los Angeles,"Supply chain, logistics, & delivery","New Enterprise Associates, Greylock Partners",2007,0.271,Series D,5
Waveify76,1.19,2016-11-25,Indonesia,Jakarta,Cybersecurity,"Kleiner Perkins Caufield & Byers, Sequoia Capital, Bessemer Venture Partners",2009,0.135,Series E,11
Wave Networks,2.22,2016-11-24,United Kingdom,Cambridge,Artificial intelligence,Khosla Ventures,2011,0.683,Series B,11
Health Hub,2.6,2016-11-15,Germany,Munich,Fintech,Sequoia Capital,2011,0.87,Series C,5
Spacely,1.66,2016-11-12,India,Mumbai,Other,"Andreessen Horowitz, Greylock Partners",2006,0.731,Series C,8
Pay Base,19.92,2016-11-07,United States,San Francisco,Edtech,"Khosla Ventures, Lightspeed Venture Partners",2006,6.963,Series E,9
Flow Technologies52,2.34,2016-11-01,South Korea,Seoul,E-commerce & direct-to-consumer,Insight Partners,2005,0.372,Series D,9
Nexly67,1.33,2016-10-27,United States,Chicago,Health,"Alibaba Group, Kleiner Perkins Caufield & Byers",2009,0.583,Series D,10
Cloud Solutions72,1.81,2016-10-26,United States,Boston,E-commerce & direct-to-consumer,Benchmark,2009,0.335,Series C,12
Finio,2.87,2016-10-16,United States,Austin,Artificial intelligence,"Index Ventures, Thrive Capital, Greylock Partners",2004,0.739,Series E,5
Techify94,1.19,2016-10-11,United States,New York,Artificial intelligence,"Thrive Capital, DST Global, Founders Fund, Lightspeed Venture Partners",2010,0.169,Series D,9
Data AI70,1.1,2016-10-11,China,Shanghai,Fintech,"Accel, Insight Partners, Greylock Partners",2011,0.52,Series D,7
Forge Base31,8.04,2016-10-02,United States,Seattle,Auto & transportation,"Accel, Alibaba Group, Thrive Capital, Andreessen Horowitz",2008,2.514,Series D,11
MetaVertex89,1.65,2016-09-29,China,Beijing,Health,Tencent Holdings,2011,0.81,Series C,11
Cyberly,1.07,2016-09-28,India,Pune,Edtech,Lightspeed Venture Partners,2013,0.279,Series C,8
FinVertex3,4.99,2016-09-15,United States,Los Angeles,Fintech,"Google Ventures, New Enterprise Associates",2011,1.254,Series F,5
CloudPulse57,1.08,2016-09-11,United States,Chicago,Internet software & services,"General Atlantic, Coatue Management, Andreessen Horowitz, Tiger Global Management",2007,0.265,Series C,9
CyberShift14,2.94,2016-09-09,Brazil,Curitiba,Artificial intelligence,"General Atlantic, Y Combinator, Andreessen Horowitz, DST Global",2005,0.735,Series D,7
Zenith Dynamics,1.11,2016-08-31,Australia,Melbourne,E-commerce & direct-to-consumer,"Coatue Management, Benchmark, Andreessen Horowitz, Insight Partners",2009,0.355,Series D,13
HealthFlow4,1.26,2016-08-19,United Kingdom,Cambridge,Health,"Y Combinator, Sequoia Capital, Coatue Management",2008,0.318,Series C,16
Techly,2.01,2016-08-19,Sweden,Stockholm,Data management & analytics,"Khosla Ventures, Coatue Management",2005,0.538,Series C,16
DataSpace95,1.16,2016-08-12,India,Bengaluru,E-commerce & direct-to-consumer,"Tencent Holdings, Benchmark, Alibaba Group",2011,0.217,Series D,4
Block Networks36,1.85,2016-07-17,China,Shanghai,Internet software & services,"Khosla Ventures, Index Ventures",2010,0.693,Series D,13
Meta Technologies90,7.26,2016-07-16,United States,Austin,Other,"Accel, Benchmark, Coatue Management",2013,0.914,Series F,18
Link AI61,1.6,2016-07-14,China,Hangzhou,Fintech,"New Enterprise Associates, General Atlantic",2012,0.793,Series D,16
CloudStream40,2.41,2016-07-13,United States,Seattle,Cybersecurity,"Tiger Global Management, Accel, General Atlantic, Google Ventures",2010,0.459,Series C,6
Stream Technologies,9.51,2016-07-12,United States,Palo Alto,Artificial intelligence,"New Enterprise Associates, Accel",2008,3.081,Series D,16
